# Movsim.org example data for fuel consumption modeling
# Source: Ostfalia Hochschule - Institute of Traffic Management http://www.ostfalia.de/cms/en/ifvm
# Wednesday,22,April,2009,12:32:39
# 03G 906 021 KH ,,"R4 1,9L EDC G000SG  8984",,
#,Group A:,'015,,,,Group B:,'006,,,,Group C:, Not Running,,,,,,,Gemessener,,,
#,,UPM,Drehmoment,Kraftstoffverbr,Drehmoment,,Drehzahl,Bin/Bits,Last,Bin/Bits,,,Zeitschritte,Zeit,Zeit,Weg,Geschwindigkeit,Beschleunigung,Verbrauch VAGCOM,,,
#,,UPM,Torque,Fuel Consumption,Torque,,number of rotations,Bin/Bits,Load,Bin/Bits,,,Timestep,Time,Time,Position,Speed,Acceleration,Consumption VAGCOM,,,,,,,,,,,,,,,,,,,,
#,TIME,,,,,TIME,,,,,TIME,,dt,t,t,s,v,a,bs,,v,v
#MARKER, STAMP, /min, Nm, l/h, Nm,STAMP, km/h,,%,,STAMP,,s,h,min,km,km/h,m/s2,l,,km/h,m/s
,640.14,1323,43.9,1.2,46.4,640.36,22,1000,22,0,,,0.45,0.17,10.46,6.07,22,0.31,0.26,,21.56,5.99
,640.58,1344,83,2.4,97.6,640.81,22,1000,34.5,0,,,0.44,0.17,10.46,6.08,22,0.91,0.26,,21.56,5.99
,641.03,1428,119.6,3.8,129.3,641.26,23,1000,43.1,0,,,0.45,0.17,10.47,6.08,23,1.21,0.26,,22.54,6.26
,641.48,1533,148.8,5.4,161,641.7,25,1000,49,0,,,0.45,0.17,10.48,6.08,25,1.21,0.26,,24.5,6.81
,641.93,1659,165.9,6.6,168.4,642.15,27,1000,49.8,0,,,0.45,0.17,10.49,6.09,26,1.53,0.26,,26.46,7.35
,642.38,1806,165.9,7,165.9,642.6,29,1000,52.9,0,,,0.45,0.17,10.49,6.09,28,1.22,0.26,,28.42,7.89
,642.82,1932,163.5,7.4,161,643.05,32,1000,50.2,0,,,0.44,0.18,10.50,6.09,31,0.60,0.26,,31.36,8.71
,643.27,2016,61,3.2,17.1,643.5,33,1100,0,0,,,0.45,0.18,10.51,6.10,32,0.60,0.27,,32.34,8.98
,643.72,1575,4.9,0,0,643.94,34,1100,27.8,0,,,0.45,0.18,10.52,6.10,33,0.92,0.27,,33.32,9.26
,644.17,1407,195.2,6.2,217.2,644.39,35,1000,58.4,0,,,0.45,0.18,10.52,6.11,34,1.22,0.27,,34.3,9.53
,644.61,1449,226.9,7.8,244,644.84,37,1000,60,0,,,0.44,0.18,10.53,6.11,36,1.51,0.27,,36.26,10.07
,645.06,1554,236.7,8.4,234.2,645.29,39,1000,59.2,0,,,0.45,0.18,10.54,6.12,38,1.51,0.27,,38.22,10.62
,645.51,1659,217.2,8.4,212.3,645.73,42,1000,58,0,,,0.45,0.18,10.55,6.12,41,1.21,0.27,,41.16,11.43
,645.96,1743,202.5,8.4,197.6,646.18,44,1000,54.5,0,,,0.45,0.18,10.55,6.13,43,0.61,0.27,,43.12,11.98
,646.41,1806,139.1,6.2,124.4,646.63,46,1100,0,0,,,0.45,0.18,10.56,6.13,45,0.31,0.27,,45.08,12.52
,646.85,1470,2.4,0,0,647.08,46,1100,7.8,0,,,0.44,0.18,10.57,6.14,45,0.30,0.27,,45.08,12.52
,647.3,1365,134.2,3.6,141.5,647.53,47,1100,45.1,0,,,0.45,0.18,10.58,6.14,46,0.60,0.27,,46.06,12.79
,647.75,1323,168.4,5.4,165.9,647.97,47,1000,42.4,0,,,0.45,0.18,10.58,6.15,46,0.91,0.27,,46.06,12.79
,648.2,1365,153.7,5,151.3,648.42,49,1000,40,0,,,0.45,0.18,10.59,6.15,48,0.61,0.27,,48.02,13.34
,648.65,1386,136.6,4.4,129.3,648.87,50,1000,36.5,0,,,0.45,0.18,10.60,6.16,49,0.61,0.27,,49,13.61
,649.09,1407,126.9,4.2,124.4,649.32,51,1000,35.7,0,,,0.44,0.18,10.61,6.17,50,0.30,0.27,,49.98,13.88
,649.54,1428,119.6,4,117.1,649.77,52,1000,26.7,0,,,0.45,0.18,10.61,6.17,51,0.00,0.27,,50.96,14.16
,649.99,1386,4.9,0,0,650.21,52,1100,0,0,,,0.45,0.18,10.62,6.18,51,-0.30,0.27,,50.96,14.16
,650.44,945,17.1,0,0,650.66,52,1100,0,0,,,0.45,0.18,10.63,6.19,51,-0.31,0.27,,50.96,14.16
,650.89,1092,0,0,0,651.11,51,1100,7.5,0,,,0.45,0.18,10.64,6.19,50,0.00,0.27,,49.98,13.88
,651.33,1092,51.2,1.2,46.4,651.56,51,1000,9,0,,,0.44,0.18,10.64,6.20,50,0.00,0.27,,49.98,13.88
,651.78,1092,61,1.4,63.4,652.01,51,1000,14.9,0,,,0.45,0.18,10.65,6.20,50,0.00,0.27,,49.98,13.88
,652.23,1092,65.9,1.6,65.9,652.45,51,1000,13.3,0,,,0.45,0.18,10.66,6.21,50,0.00,0.27,,49.98,13.88
,652.68,1092,63.4,1.4,63.4,652.9,51,1000,13.3,0,,,0.45,0.18,10.67,6.22,50,0.00,0.27,,49.98,13.88
,653.13,1092,63.4,1.4,63.4,653.35,51,1000,13.3,0,,,0.45,0.18,10.67,6.22,50,0.00,0.28,,49.98,13.88
,653.57,1092,63.4,1.4,63.4,653.8,51,1000,13.3,0,,,0.44,0.18,10.68,6.23,50,0.00,0.28,,49.98,13.88
,654.02,1092,73.2,1.8,75.6,654.25,51,1000,16.9,0,,,0.45,0.18,10.69,6.24,50,0.00,0.28,,49.98,13.88
,654.47,1092,90.3,2.2,92.7,654.69,51,1000,22,0,,,0.45,0.18,10.70,6.24,50,0.00,0.28,,49.98,13.88
,654.92,1092,95.2,2.4,95.2,655.14,51,1000,22,0,,,0.45,0.18,10.70,6.25,50,0.31,0.28,,49.98,13.88
,655.37,1092,92.7,2.2,92.7,655.59,51,1000,20.8,0,,,0.45,0.18,10.71,6.25,50,0.31,0.28,,49.98,13.88
,655.81,1113,87.8,2.2,90.3,656.04,52,1000,20,0,,,0.44,0.18,10.72,6.26,51,0.00,0.28,,50.96,14.16
,656.26,1113,85.4,2.2,85.4,656.48,52,1000,18,0,,,0.45,0.18,10.73,6.27,51,0.00,0.28,,50.96,14.16
,656.71,1113,78.1,1.8,78.1,656.93,52,1000,16.9,0,,,0.45,0.18,10.73,6.27,51,0.00,0.28,,50.96,14.16
,657.16,1113,73.2,1.8,73.2,657.38,52,1000,16.1,0,,,0.45,0.18,10.74,6.28,51,0.00,0.28,,50.96,14.16
,657.6,1113,73.2,1.8,73.2,657.83,52,1000,16.1,0,,,0.44,0.18,10.75,6.29,51,0.00,0.28,,50.96,14.16
,658.05,1113,73.2,1.8,73.2,658.28,52,1000,16.1,0,,,0.45,0.18,10.76,6.29,51,0.00,0.28,,50.96,14.16
,658.5,1113,73.2,1.8,73.2,658.72,52,1000,16.1,0,,,0.45,0.18,10.76,6.30,51,0.00,0.28,,50.96,14.16
,658.95,1113,70.8,1.8,70.8,659.17,52,1000,15.3,0,,,0.45,0.18,10.77,6.30,51,0.00,0.28,,50.96,14.16
,659.4,1113,68.3,1.6,68.3,659.62,52,1000,14.9,0,,,0.45,0.18,10.78,6.31,51,0.00,0.28,,50.96,14.16
,659.84,1113,65.9,1.6,65.9,660.07,52,1000,14.9,0,,,0.44,0.18,10.79,6.32,51,0.00,0.28,,50.96,14.16
,660.29,1113,65.9,1.6,65.9,660.52,52,1000,14.9,0,,,0.45,0.18,10.79,6.32,51,0.00,0.28,,50.96,14.16
,660.74,1113,65.9,1.6,65.9,660.96,52,1000,14.9,0,,,0.45,0.18,10.80,6.33,51,0.00,0.28,,50.96,14.16
,661.19,1113,65.9,1.6,68.3,661.41,52,1000,16.9,0,,,0.45,0.18,10.81,6.34,51,0.00,0.28,,50.96,14.16
,661.64,1113,73.2,1.8,73.2,661.86,52,1000,18,0,,,0.45,0.18,10.82,6.34,51,0.00,0.28,,50.96,14.16
,662.08,1113,80.5,2,80.5,662.31,52,1000,17.6,0,,,0.44,0.18,10.82,6.35,51,0.00,0.28,,50.96,14.16
,662.53,1113,75.6,1.8,73.2,662.76,52,1000,15.7,0,,,0.45,0.18,10.83,6.36,51,0.00,0.28,,50.96,14.16
,662.98,1113,73.2,1.8,73.2,663.2,52,1000,16.5,0,,,0.45,0.18,10.84,6.36,51,0.00,0.28,,50.96,14.16
,663.43,1113,73.2,1.8,73.2,663.65,52,1000,15.7,0,,,0.45,0.18,10.85,6.37,51,0.31,0.28,,50.96,14.16
,663.88,1113,70.8,1.6,70.8,664.1,52,1000,15.7,0,,,0.45,0.18,10.85,6.37,51,0.31,0.28,,50.96,14.16
,664.32,1134,68.3,1.6,68.3,664.55,53,1000,15.7,0,,,0.44,0.18,10.86,6.38,52,0.00,0.28,,51.94,14.43
,664.77,1134,68.3,1.6,68.3,665,53,1000,15.7,0,,,0.45,0.18,10.87,6.39,52,0.00,0.28,,51.94,14.43
,665.22,1134,68.3,1.6,68.3,665.44,53,1000,15.7,0,,,0.45,0.18,10.87,6.39,52,0.00,0.28,,51.94,14.43
,665.67,1134,68.3,1.6,68.3,665.89,53,1000,15.7,0,,,0.45,0.18,10.88,6.40,52,0.00,0.28,,51.94,14.43
,666.12,1134,68.3,1.6,68.3,666.34,53,1000,15.7,0,,,0.45,0.18,10.89,6.41,52,0.00,0.28,,51.94,14.43
,666.56,1134,68.3,1.6,68.3,666.79,53,1000,15.7,0,,,0.44,0.18,10.90,6.41,52,0.00,0.28,,51.94,14.43
,667.01,1134,68.3,1.6,68.3,667.24,53,1000,15.7,0,,,0.45,0.18,10.90,6.42,52,0.00,0.28,,51.94,14.43
,667.46,1134,70.8,1.8,70.8,667.68,53,1000,18.8,0,,,0.45,0.18,10.91,6.43,52,0.00,0.28,,51.94,14.43
,667.92,1134,85.4,2.2,85.4,668.15,53,1000,20.4,0,,,0.46,0.18,10.92,6.43,52,0.00,0.28,,51.94,14.43
,668.37,1134,85.4,2.2,85.4,668.59,53,1000,20.4,0,,,0.45,0.18,10.93,6.44,52,0.00,0.28,,51.94,14.43
,668.82,1134,85.4,2.2,85.4,669.04,53,1000,20,0,,,0.45,0.18,10.93,6.45,52,0.00,0.28,,51.94,14.43
,669.27,1134,83,2,83,669.49,53,1000,18,0,,,0.45,0.18,10.94,6.45,52,0.00,0.28,,51.94,14.43
,669.71,1134,73.2,1.8,70.8,669.94,53,1000,16.5,0,,,0.44,0.18,10.95,6.46,52,0.00,0.28,,51.94,14.43
,670.16,1134,70.8,1.8,70.8,670.39,53,1000,16.5,0,,,0.45,0.18,10.96,6.47,52,0.00,0.28,,51.94,14.43
,670.63,1134,70.8,1.8,70.8,670.85,53,1000,16.5,0,,,0.47,0.18,10.97,6.47,52,0.00,0.28,,51.94,14.43
,671.07,1134,70.8,1.8,70.8,671.31,53,1000,16.5,0,,,0.44,0.18,10.97,6.48,52,0.00,0.28,,51.94,14.43
,671.54,1134,70.8,1.8,70.8,671.76,53,1000,16.5,0,,,0.47,0.18,10.98,6.49,52,0.00,0.28,,51.94,14.43
,672,1134,70.8,1.8,70.8,672.23,53,1000,16.5,0,,,0.46,0.18,10.99,6.49,52,0.00,0.28,,51.94,14.43
,672.45,1134,70.8,1.8,70.8,672.69,53,1000,14.1,0,,,0.45,0.18,11.00,6.50,52,0.00,0.28,,51.94,14.43
,672.91,1134,61,1.4,61,673.14,53,1000,14.1,0,,,0.46,0.18,11.00,6.51,52,0.00,0.29,,51.94,14.43
,673.38,1134,61,1.4,61,673.6,53,1000,14.1,0,,,0.47,0.18,11.01,6.51,52,0.00,0.29,,51.94,14.43
,673.83,1134,63.4,1.4,63.4,674.05,53,1000,14.5,0,,,0.45,0.18,11.02,6.52,52,0.00,0.29,,51.94,14.43
,674.27,1134,63.4,1.6,63.4,674.5,53,1000,14.5,0,,,0.44,0.18,11.03,6.52,52,0.00,0.29,,51.94,14.43
,674.72,1134,63.4,1.6,63.4,674.95,53,1000,14.5,0,,,0.45,0.18,11.03,6.53,52,0.00,0.29,,51.94,14.43
,675.17,1134,63.4,1.6,63.4,675.39,53,1000,14.5,0,,,0.45,0.18,11.04,6.54,52,0.00,0.29,,51.94,14.43
,675.62,1134,63.4,1.6,63.4,675.84,53,1000,14.5,0,,,0.45,0.18,11.05,6.54,52,0.00,0.29,,51.94,14.43
,676.07,1134,63.4,1.6,63.4,676.29,53,1000,2.7,0,,,0.45,0.18,11.06,6.55,52,-0.31,0.29,,51.94,14.43
,676.51,1092,29.3,0.6,0,676.74,53,1000,0,0,,,0.44,0.18,11.06,6.56,52,-0.30,0.29,,51.94,14.43
,676.96,1134,0,0,0,677.19,52,1000,0,0,,,0.45,0.18,11.07,6.56,51,-0.30,0.29,,50.96,14.16
,677.41,987,0,0,0,677.63,52,1100,0,0,,,0.45,0.18,11.08,6.57,51,-0.60,0.29,,50.96,14.16
,677.86,819,41.5,0.6,0,678.08,51,1111,0,0,,,0.45,0.18,11.09,6.58,50,-0.92,0.29,,49.98,13.88
,678.31,819,41.5,0.6,0,678.53,50,1111,0,0,,,0.45,0.18,11.09,6.58,49,-0.92,0.29,,49,13.61
,678.75,1050,0,0,0,678.98,48,1111,0,0,,,0.44,0.19,11.10,6.59,47,-0.91,0.29,,47.04,13.07
,679.2,1302,0,0,0,679.43,47,1111,0,0,,,0.45,0.19,11.11,6.59,46,-1.21,0.29,,46.06,12.79
,679.65,1239,0,0,0,679.87,45,1111,0,0,,,0.45,0.19,11.12,6.60,44,-1.22,0.29,,44.1,12.25
,680.1,1176,0,0,0,680.32,43,1111,0,0,,,0.45,0.19,11.12,6.60,42,-1.22,0.29,,42.14,11.71
,680.54,1134,0,0,0,680.77,41,1111,0,0,,,0.44,0.19,11.13,6.61,40,-1.21,0.29,,40.18,11.16
,680.99,735,56.1,0.8,0,681.22,39,1111,0,0,,,0.45,0.19,11.14,6.61,38,-1.21,0.29,,38.22,10.62
,681.44,798,41.5,0.6,0,681.66,37,1111,0,0,,,0.45,0.19,11.15,6.62,36,-1.21,0.29,,36.26,10.07
,681.89,882,22,0.4,0,682.11,35,1111,0,0,,,0.45,0.19,11.15,6.62,34,-1.22,0.29,,34.3,9.53
,682.34,1218,0,0,0,682.56,33,1111,0,0,,,0.45,0.19,11.16,6.63,32,-1.22,0.29,,32.34,8.98
,682.78,1197,0,0,0,683.01,31,1111,0,0,,,0.44,0.19,11.17,6.63,30,-1.21,0.29,,30.38,8.44
,683.23,1113,0,0,0,683.46,29,1111,0,0,,,0.45,0.19,11.18,6.63,28,-1.21,0.29,,28.42,7.89
,683.68,1029,0,0,0,683.9,27,1111,0,0,,,0.45,0.19,11.18,6.64,26,-0.91,0.29,,26.46,7.35
,684.13,777,41.5,0.6,0,684.35,25,1111,0,0,,,0.45,0.19,11.19,6.64,25,-0.92,0.29,,24.5,6.81
,684.58,819,36.6,0.6,0,684.8,24,1111,0,0,,,0.45,0.19,11.20,6.64,24,-1.22,0.29,,23.52,6.53
,685.02,819,39,0.6,0,685.25,22,1111,0,0,,,0.44,0.19,11.20,6.65,22,-1.21,0.29,,21.56,5.99
,685.47,861,29.3,0.4,0,685.7,20,1111,0,0,,,0.45,0.19,11.21,6.65,20,-0.91,0.29,,19.6,5.44
,685.92,924,0,0,0,686.14,18,1111,0,0,,,0.45,0.19,11.22,6.65,18,-0.60,0.29,,17.64,4.90
,686.37,903,0,0,0,686.59,17,1100,0,0,,,0.45,0.19,11.23,6.65,17,-0.61,0.29,,16.66,4.63
,686.82,924,0,0,0,687.04,16,1100,0,0,,,0.45,0.19,11.23,6.65,16,-0.61,0.29,,15.68,4.36
,687.26,882,0,0,0,687.49,15,1100,3.5,0,,,0.44,0.19,11.24,6.66,15,-0.30,0.29,,14.7,4.08
,687.71,861,43.9,0.8,46.4,687.94,14,1100,9.8,0,,,0.45,0.19,11.25,6.66,14,0.30,0.29,,13.72,3.81
,688.16,840,87.8,1.6,92.7,688.38,14,1100,15.3,0,,,0.45,0.19,11.26,6.66,14,0.60,0.29,,13.72,3.81
,688.61,903,97.6,2,97.6,688.83,15,1000,24.3,0,,,0.45,0.19,11.26,6.66,15,0.92,0.29,,14.7,4.08
,689.06,987,131.8,3.2,151.3,689.28,16,1000,34.5,0,,,0.45,0.19,11.27,6.66,16,1.22,0.29,,15.68,4.36
,689.5,1113,151.3,4.2,151.3,689.73,18,1000,37.3,0,,,0.44,0.19,11.28,6.67,18,1.18,0.29,,17.64,4.90
,689.95,1260,141.5,4.2,136.6,690.19,20,1000,43.1,0,,,0.45,0.19,11.29,6.67,20,1.50,0.29,,19.6,5.44
,690.42,1386,165.9,5.4,180.6,690.64,22,1000,49.8,0,,,0.47,0.19,11.29,6.67,22,1.53,0.29,,21.56,5.99
,690.86,1533,183,6.6,183,691.09,25,1000,47.5,0,,,0.44,0.19,11.30,6.67,25,1.21,0.29,,24.5,6.81
,691.31,1680,156.2,6.2,148.8,691.54,27,1000,24.3,0,,,0.45,0.19,11.31,6.68,26,0.60,0.29,,26.46,7.35
,691.76,1617,9.8,0.2,0,691.98,29,1100,0,0,,,0.45,0.19,11.32,6.68,28,0.31,0.29,,28.42,7.89
,692.21,1197,4.9,0,0,692.43,29,1100,31.4,0,,,0.45,0.19,11.32,6.68,28,0.61,0.29,,28.42,7.89
,692.65,1197,175.7,4.8,183,692.88,30,1100,50.6,0,,,0.44,0.19,11.33,6.69,29,0.91,0.29,,29.4,8.17
,693.1,1239,205,6,219.6,693.33,31,1000,50.2,0,,,0.45,0.19,11.34,6.69,30,1.21,0.29,,30.38,8.44
,693.55,1323,205,6.2,200.1,693.77,33,1000,49,0,,,0.45,0.19,11.35,6.70,32,1.21,0.29,,32.34,8.98
,694,1407,190.3,6.2,185.4,694.22,35,1000,47.8,0,,,0.45,0.19,11.35,6.70,34,1.22,0.29,,34.3,9.53
,694.45,1470,178.1,6.2,175.7,694.67,37,1000,47.5,0,,,0.45,0.19,11.36,6.70,36,1.22,0.30,,36.26,10.07
,694.89,1533,170.8,6.2,168.4,695.12,39,1000,45.9,0,,,0.44,0.19,11.37,6.71,38,0.91,0.30,,38.22,10.62
,695.34,1596,153.7,5.8,146.4,695.57,41,1000,43.5,0,,,0.45,0.19,11.38,6.71,40,0.60,0.30,,40.18,11.16
,695.79,1659,141.5,5.4,141.5,696.01,42,1000,43.5,0,,,0.45,0.19,11.38,6.72,41,0.60,0.30,,41.16,11.43
,696.25,1701,136.6,5.4,134.2,696.48,43,1000,42.4,0,,,0.46,0.19,11.39,6.73,42,0.60,0.30,,42.14,11.71
,696.7,1743,129.3,5.2,126.9,696.93,44,1000,40.4,0,,,0.45,0.19,11.40,6.73,43,0.60,0.30,,43.12,11.98
,697.15,1785,102.5,4.4,90.3,697.37,45,1100,0,0,,,0.45,0.19,11.41,6.74,44,0.30,0.30,,44.1,12.25
,697.6,1512,4.9,0,0,697.82,46,1100,0,0,,,0.45,0.19,11.41,6.74,45,-0.31,0.30,,45.08,12.52
,698.05,924,2.4,0,0,698.27,46,1100,0,0,,,0.45,0.19,11.42,6.75,45,-0.31,0.30,,45.08,12.52
,698.49,777,34.2,0.6,0,698.72,45,1100,6.7,0,,,0.44,0.19,11.43,6.75,44,0.00,0.30,,44.1,12.25
,698.94,1302,51.2,1.4,46.4,699.17,45,1100,25.5,0,,,0.45,0.19,11.44,6.76,44,0.00,0.30,,44.1,12.25
,699.39,1260,104.9,3,104.9,699.61,45,1000,27.1,0,,,0.45,0.19,11.44,6.76,44,0.30,0.30,,44.1,12.25
,699.84,1281,100,2.8,100,700.06,45,1000,26.7,0,,,0.45,0.19,11.45,6.77,44,0.31,0.30,,44.1,12.25
,700.29,1281,102.5,3,104.9,700.51,46,1000,30.6,0,,,0.45,0.19,11.46,6.77,45,0.31,0.30,,45.08,12.52
,700.73,1302,109.8,3.2,109.8,700.96,46,1000,29.8,0,,,0.44,0.19,11.47,6.78,45,0.30,0.30,,45.08,12.52
,701.18,1302,107.4,3.2,104.9,701.41,47,1000,28.6,0,,,0.45,0.19,11.47,6.79,46,0.30,0.30,,46.06,12.79
,701.63,1323,102.5,3,102.5,701.85,47,1000,27.1,0,,,0.45,0.19,11.48,6.79,46,0.30,0.30,,46.06,12.79
,702.08,1323,75.6,2.2,63.4,702.3,48,1000,0,0,,,0.45,0.19,11.49,6.80,47,-0.31,0.30,,47.04,13.07
,702.53,1302,24.4,0.6,0,702.75,48,1000,0,0,,,0.45,0.19,11.50,6.80,47,-0.31,0.30,,47.04,13.07
,702.97,1302,0,0,0,703.2,47,1000,0,0,,,0.44,0.19,11.50,6.81,46,-0.30,0.30,,46.06,12.79
,703.42,1302,0,0,0,703.65,47,1000,0,0,,,0.45,0.19,11.51,6.82,46,-0.60,0.30,,46.06,12.79
,703.87,1281,0,0,0,704.09,46,1000,0,0,,,0.45,0.19,11.52,6.82,45,-0.31,0.30,,45.08,12.52
,704.32,1260,0,0,0,704.54,45,1000,0,0,,,0.45,0.19,11.53,6.83,44,-0.31,0.30,,44.1,12.25
,704.76,1239,0,0,0,704.99,45,1000,0,0,,,0.44,0.19,11.53,6.83,44,-0.60,0.30,,44.1,12.25
,705.21,1218,9.8,0.2,12.2,705.44,44,1000,4.3,0,,,0.45,0.19,11.54,6.84,43,-0.30,0.30,,43.12,11.98
,705.66,1197,17.1,0.4,17.1,705.88,43,1000,4.7,0,,,0.45,0.19,11.55,6.84,42,-0.30,0.30,,42.14,11.71
,706.11,1197,19.5,0.4,19.5,706.33,43,1000,4.7,0,,,0.45,0.19,11.56,6.85,42,-0.31,0.30,,42.14,11.71
,706.56,1176,19.5,0.4,19.5,706.78,42,1000,4.7,0,,,0.45,0.19,11.56,6.85,41,-0.31,0.30,,41.16,11.43
,707,1155,19.5,0.4,19.5,707.23,42,1000,4.7,0,,,0.44,0.19,11.57,6.86,41,-0.30,0.30,,41.16,11.43
,707.45,1155,22,0.4,22,707.68,41,1000,4.7,0,,,0.45,0.19,11.58,6.86,40,-0.30,0.30,,40.18,11.16
,707.9,1134,22,0.4,22,708.12,41,1000,4.7,0,,,0.45,0.19,11.59,6.87,40,-0.30,0.30,,40.18,11.16
,708.35,1113,22,0.4,22,708.57,40,1000,3.1,0,,,0.45,0.19,11.59,6.87,39,-0.31,0.30,,39.2,10.89
,708.8,1113,2.4,0,0,709.02,40,1000,0,0,,,0.45,0.19,11.60,6.88,39,-0.61,0.30,,39.2,10.89
,709.24,1029,2.4,0,0,709.47,39,1111,0,0,,,0.44,0.19,11.61,6.88,38,-0.60,0.30,,38.22,10.62
,709.69,798,43.9,0.6,0,709.92,38,1111,0,0,,,0.45,0.19,11.62,6.89,37,-0.60,0.30,,37.24,10.34
,710.14,798,43.9,0.6,0,710.36,37,1111,0,0,,,0.45,0.19,11.62,6.89,36,-0.91,0.30,,36.26,10.07
,710.59,840,39,0.6,0,710.81,36,1111,0,0,,,0.45,0.19,11.63,6.90,35,-1.22,0.30,,35.28,9.80
,711.04,1029,0,0,0,711.26,34,1111,0,0,,,0.45,0.19,11.64,6.90,33,-1.22,0.30,,33.32,9.26
,711.48,1239,0,0,0,711.71,32,1111,0,0,,,0.44,0.19,11.65,6.90,31,-0.91,0.30,,31.36,8.71
,711.93,1176,0,0,0,712.16,30,1111,0,0,,,0.45,0.19,11.65,6.91,29,-1.21,0.30,,29.4,8.17
,712.38,1092,0,0,0,712.6,29,1111,0,0,,,0.45,0.19,11.66,6.91,28,-1.21,0.30,,28.42,7.89
,712.83,1008,0,0,0,713.05,26,1111,0,0,,,0.45,0.19,11.67,6.91,25,-0.92,0.30,,25.48,7.08
,713.28,777,39,0.6,0,713.5,25,1111,0,0,,,0.45,0.19,11.68,6.92,25,-1.22,0.30,,24.5,6.81
,713.72,798,39,0.6,0,713.95,23,1111,0,0,,,0.44,0.19,11.68,6.92,23,-0.91,0.30,,22.54,6.26
,714.17,819,41.5,0.6,0,714.4,21,1111,0,0,,,0.45,0.19,11.69,6.92,21,-0.91,0.30,,20.58,5.72
,714.62,819,41.5,0.6,0,714.84,20,1111,0,0,,,0.45,0.19,11.70,6.93,20,-0.91,0.30,,19.6,5.44
,715.07,819,41.5,0.6,0,715.29,18,1111,0,0,,,0.45,0.20,11.71,6.93,18,-0.61,0.30,,17.64,4.90
,715.52,819,43.9,0.6,0,715.74,17,1111,0,0,,,0.45,0.20,11.71,6.93,17,-0.31,0.30,,16.66,4.63
,715.96,819,41.5,0.6,0,716.19,16,1100,0.4,0,,,0.44,0.20,11.72,6.93,16,-0.30,0.30,,15.68,4.36
,716.41,924,46.4,0.8,36.6,716.63,16,1100,5.5,0,,,0.45,0.20,11.73,6.93,16,0.00,0.30,,15.68,4.36
,716.86,987,53.7,1,36.6,717.08,15,1100,9,0,,,0.45,0.20,11.74,6.94,15,0.31,0.30,,14.7,4.08
,717.31,966,73.2,1.6,58.6,717.53,16,1100,9.4,0,,,0.45,0.20,11.74,6.94,16,0.31,0.30,,15.68,4.36
,717.75,1008,65.9,1.4,56.1,717.98,16,1100,9,0,,,0.44,0.20,11.75,6.94,16,0.30,0.30,,15.68,4.36
,718.2,1029,56.1,1.2,48.8,718.43,17,1000,8.2,0,,,0.45,0.20,11.76,6.94,17,0.00,0.30,,16.66,4.63
,718.65,1029,51.2,1,48.8,718.87,17,1000,11.4,0,,,0.45,0.20,11.77,6.94,17,0.30,0.30,,16.66,4.63
,719.1,1071,63.4,1.4,75.6,719.32,17,1000,19.2,0,,,0.45,0.20,11.77,6.95,17,0.61,0.30,,16.66,4.63
,719.55,1092,83,2,87.8,719.77,18,1000,24.3,0,,,0.45,0.20,11.78,6.95,18,0.61,0.30,,17.64,4.90
,719.99,1155,102.5,2.6,112.2,720.22,19,1000,29.8,0,,,0.44,0.20,11.79,6.95,19,0.91,0.30,,18.62,5.17
,720.44,1260,117.1,3.4,126.9,720.67,20,1000,38.4,0,,,0.45,0.20,11.80,6.95,20,1.21,0.31,,19.6,5.44
,720.89,1344,136.6,4.2,141.5,721.11,22,1000,40,0,,,0.45,0.20,11.80,6.95,22,0.91,0.31,,21.56,5.99
,721.34,1449,136.6,4.6,136.6,721.56,24,1000,40,0,,,0.45,0.20,11.81,6.96,24,0.92,0.31,,23.52,6.53
,721.79,1575,131.8,4.8,129.3,722.01,25,1000,40.4,0,,,0.45,0.20,11.82,6.96,25,1.22,0.31,,24.5,6.81
,722.23,1659,126.9,4.8,124.4,722.46,27,1000,38.8,0,,,0.44,0.20,11.83,6.96,26,0.60,0.31,,26.46,7.35
,722.68,1764,102.5,4.4,92.7,722.91,29,1100,0,0,,,0.45,0.20,11.83,6.97,28,0.00,0.31,,28.42,7.89
,723.13,1491,7.3,0.2,0,723.35,29,1100,0,0,,,0.45,0.20,11.84,6.97,28,0.00,0.31,,28.42,7.89
,723.58,945,12.2,0,0,723.8,29,1100,25.9,0,,,0.45,0.20,11.85,6.97,28,0.61,0.31,,28.42,7.89
,724.03,1218,156.2,4.4,151.3,724.25,29,1100,49.8,0,,,0.45,0.20,11.86,6.98,28,1.22,0.31,,28.42,7.89
,724.47,1218,202.5,6,214.7,724.7,31,1000,50.2,0,,,0.44,0.20,11.86,6.98,30,1.21,0.31,,30.38,8.44
,724.92,1302,207.4,6.4,205,725.15,33,1000,47.5,0,,,0.45,0.20,11.87,6.99,32,0.91,0.31,,32.34,8.98
,725.37,1386,183,6,178.1,725.59,35,1000,43.5,0,,,0.45,0.20,11.88,6.99,34,0.91,0.31,,34.3,9.53
,725.82,1428,141.5,4.8,134.2,726.04,36,1000,31.8,0,,,0.45,0.20,11.88,6.99,35,0.61,0.31,,35.28,9.80
,726.27,1470,97.6,3.4,92.7,726.49,38,1000,25.1,0,,,0.45,0.20,11.89,7.00,37,0.31,0.31,,37.24,10.34
