# Movsim.org example data for fuel consumption modeling
# Source: Ostfalia Hochschule - Institute of Traffic Management http://www.ostfalia.de/cms/en/ifvm
# Wednesday,22,April,2009,12:32:39
# 03G 906 021 KH ,,"R4 1,9L EDC G000SG  8984",,
#,Group A:,'015,,,,Group B:,'006,,,,Group C:, Not Running,,,,,,,Gemessener,,,
#,,UPM,Drehmoment,Kraftstoffverbr,Drehmoment,,Drehzahl,Bin/Bits,Last,Bin/Bits,,,Zeitschritte,Zeit,Zeit,Weg,Geschwindigkeit,Beschleunigung,Verbrauch VAGCOM,,,
#,,UPM,Torque,Fuel Consumption,Torque,,number of rotations,Bin/Bits,Load,Bin/Bits,,,Timestep,Time,Time,Position,Speed,Acceleration,Consumption VAGCOM,,,,,,,,,,,,,,,,,,,,
#,TIME,,,,,TIME,,,,,TIME,,dt,t,t,s,v,a,bs,,v,v
#MARKER, STAMP, /min, Nm, l/h, Nm,STAMP, km/h,,%,,STAMP,,s,h,min,km,km/h,m/s2,l,,km/h,m/s
,1087.61,1260,78.1,2.2,78.1,1087.84,45,1000,20,0,,,0.44,0.30,17.91,9.48,44,0.00,0.44,,44.1,12.25
,1088.06,1260,75.6,2,75.6,1088.28,45,1000,20,0,,,0.45,0.30,17.92,9.48,44,0.00,0.44,,44.1,12.25
,1088.51,1260,75.6,2,75.6,1088.73,45,1000,18.8,0,,,0.45,0.30,17.93,9.49,44,0.00,0.44,,44.1,12.25
,1088.96,1260,70.8,2,70.8,1089.18,45,1000,16.5,0,,,0.45,0.30,17.94,9.50,44,0.00,0.45,,44.1,12.25
,1089.4,1260,58.6,1.6,53.7,1089.63,45,1000,0,0,,,0.44,0.30,17.94,9.50,44,-0.30,0.45,,44.1,12.25
,1089.85,1218,26.8,0.6,0,1090.08,45,1000,0,0,,,0.45,0.30,17.95,9.51,44,-0.60,0.45,,44.1,12.25
,1090.3,1239,0,0,0,1090.52,44,1000,0,0,,,0.45,0.30,17.96,9.51,43,-0.30,0.45,,43.12,11.98
,1090.75,1197,0,0,0,1090.97,43,1000,0,0,,,0.45,0.30,17.97,9.52,42,-0.30,0.45,,42.14,11.71
,1091.2,1176,0,0,0,1091.44,43,1000,0,0,,,0.45,0.30,17.97,9.52,42,-0.60,0.45,,42.14,11.71
,1091.66,1155,0,0,0,1091.88,42,1000,0,0,,,0.46,0.30,17.98,9.53,41,-0.60,0.45,,41.16,11.43
,1092.11,1134,0,0,0,1092.33,41,1001,0,0,,,0.45,0.30,17.99,9.53,40,-0.61,0.45,,40.18,11.16
,1092.56,1113,2.4,0,0,1092.78,40,1011,0,0,,,0.45,0.30,18.00,9.54,39,-0.92,0.45,,39.2,10.89
,1093,1071,4.9,0,0,1093.23,39,1011,0,0,,,0.44,0.30,18.00,9.54,38,-0.91,0.45,,38.22,10.62
,1093.45,1029,4.9,0,0,1093.68,37,1011,0,0,,,0.45,0.30,18.01,9.55,36,-0.91,0.45,,36.26,10.07
,1093.9,987,4.9,0,0,1094.12,36,1111,0,0,,,0.45,0.30,18.02,9.55,35,-1.21,0.45,,35.28,9.80
,1094.35,777,43.9,0.6,0,1094.57,34,1111,0,0,,,0.45,0.30,18.03,9.56,33,-0.92,0.45,,33.32,9.26
,1094.8,1071,0,0,0,1095.02,32,1111,0,0,,,0.45,0.30,18.03,9.56,31,-0.92,0.45,,31.36,8.71
,1095.24,1176,2.4,0,0,1095.47,31,1111,0,0,,,0.44,0.30,18.04,9.56,30,-0.91,0.45,,30.38,8.44
,1095.69,1092,4.9,0,0,1095.92,29,1011,0,0,,,0.45,0.30,18.05,9.57,28,-0.30,0.45,,28.42,7.89
,1096.14,1092,0,0,0,1096.36,28,1000,0,0,,,0.45,0.30,18.06,9.57,27,-0.30,0.45,,27.44,7.62
,1096.59,1071,0,0,0,1096.81,28,1000,3.5,0,,,0.45,0.30,18.06,9.57,27,-0.30,0.45,,27.44,7.62
,1097.04,1050,24.4,0.4,26.8,1097.26,27,1000,9.4,0,,,0.45,0.30,18.07,9.58,26,0.00,0.45,,26.46,7.35
,1097.5,1071,61,1.4,68.3,1097.72,27,1000,15.7,0,,,0.46,0.30,18.08,9.58,26,0.30,0.45,,26.46,7.35
,1097.95,1071,73.2,1.8,73.2,1098.17,27,1000,15.7,0,,,0.45,0.30,18.09,9.58,26,0.61,0.45,,26.46,7.35
,1098.4,1092,78.1,1.8,78.1,1098.62,28,1000,17.6,0,,,0.45,0.30,18.09,9.59,27,0.61,0.45,,27.44,7.62
,1098.84,1113,80.5,2,83,1099.07,29,1000,25.1,0,,,0.44,0.30,18.10,9.59,28,0.60,0.45,,28.42,7.89
,1099.29,1155,109.8,2.8,112.2,1099.52,30,1000,31.8,0,,,0.45,0.30,18.11,9.59,29,0.60,0.45,,29.4,8.17
,1099.74,1218,124.4,3.6,126.9,1099.96,31,1000,38,0,,,0.45,0.30,18.12,9.60,30,0.92,0.45,,30.38,8.44
,1100.19,1281,139.1,4.2,139.1,1100.41,32,1000,39.2,0,,,0.45,0.30,18.12,9.60,31,0.92,0.45,,31.36,8.71
,1100.63,1344,144,4.4,144,1100.86,34,1000,42.7,0,,,0.44,0.30,18.13,9.61,33,0.91,0.45,,33.32,9.26
,1101.08,1407,153.7,5.2,153.7,1101.31,35,1000,42.7,0,,,0.45,0.30,18.14,9.61,34,1.21,0.45,,34.3,9.53
,1101.53,1470,144,5,141.5,1101.75,37,1000,40.4,0,,,0.45,0.30,18.15,9.61,36,0.91,0.45,,36.26,10.07
,1101.98,1533,129.3,4.6,126.9,1102.2,39,1000,31.4,0,,,0.45,0.30,18.15,9.62,38,0.31,0.45,,38.22,10.62
,1102.43,1554,0,1.6,0,1102.65,40,1100,0,0,,,0.45,0.30,18.16,9.62,39,0.31,0.45,,39.2,10.89
,1102.87,1176,4.9,0,0,1103.1,40,1100,4.7,0,,,0.44,0.30,18.17,9.63,39,0.30,0.45,,39.2,10.89
,1103.32,1176,51.2,1,87.8,1103.55,41,1100,23.9,0,,,0.45,0.30,18.18,9.63,40,0.30,0.45,,40.18,11.16
,1103.77,1155,102.5,2.6,104.9,1103.99,41,1000,25.1,0,,,0.45,0.30,18.18,9.64,40,0.30,0.45,,40.18,11.16
,1104.22,1176,100,2.6,97.6,1104.44,42,1000,22.4,0,,,0.45,0.30,18.19,9.64,41,0.31,0.45,,41.16,11.43
,1104.67,1176,85.4,2.2,80.5,1104.89,42,1000,14.1,0,,,0.45,0.30,18.20,9.65,41,0.31,0.45,,41.16,11.43
,1105.11,1176,58.6,1.4,56.1,1105.34,43,1000,13.3,0,,,0.44,0.30,18.21,9.65,42,0.00,0.45,,42.14,11.71
,1105.56,1176,56.1,1.4,56.1,1105.79,43,1000,17.3,0,,,0.45,0.30,18.21,9.66,42,0.00,0.45,,42.14,11.71
,1106.01,1197,70.8,1.8,70.8,1106.23,43,1000,17.6,0,,,0.45,0.30,18.22,9.67,42,0.00,0.45,,42.14,11.71
,1106.46,1197,70.8,1.8,70.8,1106.68,43,1000,17.3,0,,,0.45,0.30,18.23,9.67,42,0.00,0.45,,42.14,11.71
,1106.91,1197,68.3,1.8,68.3,1107.13,43,1000,16.9,0,,,0.45,0.30,18.24,9.68,42,0.00,0.45,,42.14,11.71
,1107.35,1197,70.8,1.8,70.8,1107.58,43,1000,17.6,0,,,0.44,0.30,18.24,9.68,42,0.30,0.45,,42.14,11.71
,1107.8,1218,68.3,1.8,68.3,1108.03,43,1000,16.9,0,,,0.45,0.30,18.25,9.69,42,0.30,0.45,,42.14,11.71
,1108.25,1218,65.9,1.6,65.9,1108.47,44,1000,16.5,0,,,0.45,0.30,18.26,9.69,43,0.00,0.45,,43.12,11.98
,1108.7,1218,63.4,1.6,63.4,1108.92,44,1000,16.1,0,,,0.45,0.30,18.27,9.70,43,0.00,0.45,,43.12,11.98
,1109.15,1218,63.4,1.6,63.4,1109.37,44,1000,15.7,0,,,0.45,0.30,18.27,9.70,43,0.00,0.45,,43.12,11.98
,1109.59,1218,61,1.6,61,1109.82,44,1000,15.3,0,,,0.44,0.30,18.28,9.71,43,0.00,0.45,,43.12,11.98
,1110.04,1218,58.6,1.4,58.6,1110.27,44,1000,14.5,0,,,0.45,0.30,18.29,9.71,43,0.00,0.45,,43.12,11.98
,1110.49,1218,70.8,1.8,75.6,1110.71,44,1000,22.7,0,,,0.45,0.30,18.30,9.72,43,0.00,0.45,,43.12,11.98
,1110.94,1218,92.7,2.4,92.7,1111.16,44,1000,25.1,0,,,0.45,0.31,18.30,9.72,43,0.00,0.45,,43.12,11.98
,1111.39,1239,95.2,2.6,97.6,1111.61,44,1000,26.7,0,,,0.45,0.31,18.31,9.73,43,0.31,0.45,,43.12,11.98
,1111.83,1260,112.2,3.2,114.7,1112.06,44,1000,31.8,0,,,0.44,0.31,18.32,9.73,43,0.30,0.46,,43.12,11.98
,1112.28,1260,117.1,3.4,117.1,1112.5,45,1000,31,0,,,0.45,0.31,18.33,9.74,44,0.30,0.46,,44.1,12.25
,1112.73,1281,112.2,3.2,112.2,1112.95,45,1000,30.2,0,,,0.45,0.31,18.33,9.75,44,0.31,0.46,,44.1,12.25
,1113.18,1281,109.8,3.2,109.8,1113.4,46,1000,29.8,0,,,0.45,0.31,18.34,9.75,45,0.31,0.46,,45.08,12.52
,1113.62,1302,107.4,3.2,107.4,1113.85,46,1000,29.4,0,,,0.44,0.31,18.35,9.76,45,0.30,0.46,,45.08,12.52
,1114.07,1302,104.9,3.2,104.9,1114.3,47,1000,27.8,0,,,0.45,0.31,18.36,9.76,46,0.30,0.46,,46.06,12.79
,1114.52,1323,95.2,2.8,95.2,1114.74,47,1000,25.1,0,,,0.45,0.31,18.36,9.77,46,0.30,0.46,,46.06,12.79
,1114.97,1344,85.4,2.6,83,1115.19,48,1000,20.8,0,,,0.45,0.31,18.37,9.77,47,0.00,0.46,,47.04,13.07
,1115.42,1344,70.8,2,65.9,1115.64,48,1000,18,0,,,0.45,0.31,18.38,9.78,47,0.00,0.46,,47.04,13.07
,1115.86,1344,63.4,1.8,63.4,1116.09,48,1000,18,0,,,0.44,0.31,18.39,9.79,47,0.00,0.46,,47.04,13.07
,1116.31,1344,61,1.8,61,1116.54,48,1000,13.3,0,,,0.45,0.31,18.39,9.79,47,0.00,0.46,,47.04,13.07
,1116.76,1344,36.6,1,36.6,1116.98,48,1000,8.2,0,,,0.45,0.31,18.40,9.80,47,-0.30,0.46,,47.04,13.07
,1117.21,1323,17.1,0.4,14.6,1117.43,48,1000,0,0,,,0.45,0.31,18.41,9.80,47,-0.31,0.46,,47.04,13.07
,1117.66,1302,0,0,0,1117.88,47,1000,0,0,,,0.45,0.31,18.42,9.81,46,-0.31,0.46,,46.06,12.79
,1118.1,1302,7.3,0,9.8,1118.33,47,1000,5.9,0,,,0.44,0.31,18.42,9.81,46,-0.60,0.46,,46.06,12.79
,1118.55,1281,19.5,0.4,19.5,1118.78,46,1000,6.3,0,,,0.45,0.31,18.43,9.82,45,-0.30,0.46,,45.08,12.52
,1119,1260,22,0.4,22,1119.22,45,1000,6.3,0,,,0.45,0.31,18.44,9.83,44,-0.30,0.46,,44.1,12.25
,1119.45,1239,22,0.4,22,1119.67,45,1000,6.3,0,,,0.45,0.31,18.45,9.83,44,-0.31,0.46,,44.1,12.25
,1119.9,1218,24.4,0.4,24.4,1120.12,44,1000,7.5,0,,,0.45,0.31,18.45,9.84,43,-0.31,0.46,,43.12,11.98
,1120.34,1218,34.2,0.8,36.6,1120.57,44,1000,10.2,0,,,0.44,0.31,18.46,9.84,43,-0.30,0.46,,43.12,11.98
,1120.79,1218,43.9,1,43.9,1121.02,43,1000,11.4,0,,,0.45,0.31,18.47,9.85,42,0.00,0.46,,42.14,11.71
,1121.24,1197,46.4,1,46.4,1121.46,43,1000,11.4,0,,,0.45,0.31,18.48,9.85,42,0.00,0.46,,42.14,11.71
,1121.69,1176,48.8,1.2,48.8,1121.91,43,1000,11.4,0,,,0.45,0.31,18.48,9.86,42,0.00,0.46,,42.14,11.71
,1122.14,1176,46.4,1.2,48.8,1122.36,43,1000,11.4,0,,,0.45,0.31,18.49,9.86,42,0.00,0.46,,42.14,11.71
,1122.58,1176,48.8,1.2,48.8,1122.81,43,1000,11,0,,,0.44,0.31,18.50,9.87,42,-0.30,0.46,,42.14,11.71
,1123.03,1176,39,1,36.6,1123.26,43,1000,1.6,0,,,0.45,0.31,18.51,9.87,42,-0.30,0.46,,42.14,11.71
,1123.48,1176,4.9,0,0,1123.7,42,1000,0,0,,,0.45,0.31,18.51,9.88,41,-0.31,0.46,,41.16,11.43
,1123.93,1155,0,0,0,1124.15,42,1000,0,0,,,0.45,0.31,18.52,9.88,41,-0.31,0.46,,41.16,11.43
,1124.37,1155,0,0,0,1124.6,41,1000,0,0,,,0.44,0.31,18.53,9.89,40,-0.30,0.46,,40.18,11.16
,1124.82,1134,0,0,0,1125.05,41,1011,0,0,,,0.45,0.31,18.53,9.89,40,-0.91,0.46,,40.18,11.16
,1125.27,1092,2.4,0,0,1125.49,40,1011,0,0,,,0.45,0.31,18.54,9.90,39,-1.21,0.46,,39.2,10.89
,1125.72,1050,7.3,0,0,1125.94,38,1111,0,0,,,0.45,0.31,18.55,9.90,37,-1.22,0.46,,37.24,10.34
,1126.17,756,48.8,0.8,0,1126.39,36,1111,0,0,,,0.45,0.31,18.56,9.91,35,-1.20,0.46,,35.28,9.80
,1126.61,987,0,0,0,1126.84,34,1111,0,0,,,0.44,0.31,18.56,9.91,33,-0.89,0.46,,33.32,9.26
,1127.08,1239,4.9,0,0,1127.3,32,1111,0,0,,,0.47,0.31,18.57,9.92,31,-0.61,0.46,,31.36,8.71
,1127.53,1197,0,0,0,1127.75,31,1100,0,0,,,0.45,0.31,18.58,9.92,30,-0.61,0.46,,30.38,8.44
,1127.97,1155,14.6,0.2,17.1,1128.2,30,1000,7.5,0,,,0.44,0.31,18.59,9.92,29,-0.30,0.46,,29.4,8.17
,1128.42,1155,43.9,1,48.8,1128.65,29,1000,14.1,0,,,0.45,0.31,18.59,9.93,28,0.00,0.46,,28.42,7.89
,1128.87,1134,65.9,1.6,68.3,1129.09,29,1000,17.6,0,,,0.45,0.31,18.60,9.93,28,0.30,0.46,,28.42,7.89
,1129.32,1155,80.5,2,83,1129.54,29,1000,24.3,0,,,0.45,0.31,18.61,9.93,28,0.61,0.46,,28.42,7.89
,1129.77,1176,109.8,3,114.7,1129.99,30,1000,31.4,0,,,0.45,0.31,18.62,9.94,29,0.61,0.46,,29.4,8.17
,1130.21,1218,126.9,3.6,126.9,1130.44,31,1000,34.5,0,,,0.44,0.31,18.62,9.94,30,0.60,0.46,,30.38,8.44
,1130.66,1260,131.8,3.8,131.8,1130.89,32,1000,36.1,0,,,0.45,0.31,18.63,9.95,31,0.60,0.46,,31.36,8.71
,1131.11,1302,126.9,3.8,124.4,1131.33,33,1000,34.1,0,,,0.45,0.31,18.64,9.95,32,0.60,0.46,,32.34,8.98
,1131.56,1344,117.1,3.6,117.1,1131.78,34,1000,31.4,0,,,0.45,0.31,18.65,9.95,33,0.61,0.46,,33.32,9.26
,1132.01,1386,107.4,3.4,107.4,1132.23,35,1000,29.8,0,,,0.45,0.31,18.65,9.96,34,0.31,0.46,,34.3,9.53
,1132.45,1407,97.6,3.2,97.6,1132.68,36,1000,27.5,0,,,0.44,0.31,18.66,9.96,35,0.30,0.46,,35.28,9.80
,1132.9,1428,87.8,2.8,87.8,1133.13,36,1000,22.4,0,,,0.45,0.31,18.67,9.97,35,0.30,0.46,,35.28,9.80
,1133.35,1449,68.3,2.2,68.3,1133.57,37,1000,19.2,0,,,0.45,0.31,18.68,9.97,36,0.00,0.46,,36.26,10.07
,1133.8,1449,58.6,1.8,56.1,1134.02,37,1000,15.3,0,,,0.45,0.31,18.68,9.98,36,0.00,0.46,,36.26,10.07
,1134.25,1449,46.4,1.4,43.9,1134.47,37,1000,14.5,0,,,0.45,0.31,18.69,9.98,36,0.00,0.46,,36.26,10.07
,1134.69,1449,46.4,1.4,43.9,1134.92,37,1000,14.5,0,,,0.44,0.31,18.70,9.98,36,0.00,0.46,,36.26,10.07
,1135.14,1428,43.9,1.2,41.5,1135.37,37,1000,11.8,0,,,0.45,0.31,18.71,9.99,36,-0.30,0.46,,36.26,10.07
,1135.61,1428,36.6,1,34.2,1135.83,37,1000,11,0,,,0.47,0.31,18.71,9.99,36,-0.30,0.46,,36.26,10.07
,1136.05,1407,34.2,1,34.2,1136.29,36,1000,11,0,,,0.44,0.31,18.72,10.00,35,-0.29,0.47,,35.28,9.80
,1136.52,1407,34.2,1,34.2,1136.74,36,1000,11,0,,,0.47,0.31,18.73,10.00,35,-0.30,0.47,,35.28,9.80
,1136.98,1365,36.6,1,36.6,1137.2,35,1000,11,0,,,0.46,0.31,18.74,10.01,34,0.00,0.47,,34.3,9.53
,1137.43,1344,36.6,1,36.6,1137.67,35,1000,11,0,,,0.45,0.31,18.75,10.01,34,-0.29,0.47,,34.3,9.53
,1137.89,1344,36.6,1,36.6,1138.12,35,1000,11,0,,,0.46,0.31,18.75,10.02,34,-0.30,0.47,,34.3,9.53
,1138.36,1344,36.6,1,36.6,1138.58,34,1000,11,0,,,0.47,0.31,18.76,10.02,33,0.00,0.47,,33.32,9.26
,1138.8,1323,39,1,36.6,1139.03,34,1000,9.4,0,,,0.44,0.31,18.77,10.02,33,-0.30,0.47,,33.32,9.26
,1139.25,1302,26.8,0.6,4.9,1139.48,34,1100,0,0,,,0.45,0.31,18.78,10.03,33,-0.60,0.47,,33.32,9.26
,1139.72,1071,2.4,0,0,1139.94,33,1111,0,0,,,0.47,0.31,18.78,10.03,32,-0.92,0.47,,32.34,8.98
,1140.16,777,39,0.6,0,1140.39,32,1111,0,0,,,0.44,0.31,18.79,10.04,31,-1.21,0.47,,31.36,8.71
,1140.61,798,41.5,0.6,0,1140.84,30,1111,0,0,,,0.45,0.31,18.80,10.04,29,-1.51,0.47,,29.4,8.17
,1141.06,819,41.5,0.6,0,1141.28,28,1111,0,0,,,0.45,0.31,18.81,10.04,27,-1.81,0.47,,27.44,7.62
,1141.51,819,41.5,0.6,0,1141.73,25,1111,0,0,,,0.45,0.31,18.81,10.05,25,-1.50,0.47,,24.5,6.81
,1141.96,819,41.5,0.6,0,1142.18,22,1111,0,0,,,0.45,0.31,18.82,10.05,22,-1.50,0.47,,21.56,5.99
,1142.42,819,41.5,0.6,0,1142.64,20,1111,0,0,,,0.46,0.31,18.83,10.05,20,-1.51,0.47,,19.6,5.44
,1142.87,819,41.5,0.6,0,1143.09,17,1111,0,0,,,0.45,0.31,18.84,10.05,17,-1.53,0.47,,16.66,4.63
,1143.32,819,41.5,0.6,0,1143.54,15,1111,0,0,,,0.45,0.31,18.84,10.06,15,-1.84,0.47,,14.7,4.08
,1143.76,840,39,0.6,0,1143.99,12,1111,0,0,,,0.44,0.31,18.85,10.06,12,-1.81,0.47,,11.76,3.27
,1144.21,819,41.5,0.6,0,1144.44,9,1111,0,0,,,0.45,0.31,18.86,10.06,9,-1.81,0.47,,8.82,2.45
,1144.66,840,39,0.6,0,1144.88,6,1111,0,0,,,0.45,0.31,18.87,10.06,6,-1.51,0.47,,5.88,1.63
,1145.11,819,41.5,0.6,0,1145.33,3,1111,0,0,,,0.45,0.31,18.87,10.06,3,-0.92,0.47,,2.94,0.82
,1145.56,819,41.5,0.6,0,1145.78,1,1111,0,0,,,0.45,0.31,18.88,10.06,1,-0.31,0.47,,0.98,0.27
,1146,819,41.5,0.6,0,1146.23,0,1111,0,0,,,0.44,0.31,18.89,10.06,0,0.00,0.47,,0,0.00
,1146.45,819,41.5,0.6,0,1146.68,0,1111,0,0,,,0.45,0.31,18.90,10.06,0,0.00,0.47,,0,0.00
,1146.9,819,43.9,0.6,0,1147.12,0,1111,0,0,,,0.45,0.32,18.90,10.06,0,0.00,0.47,,0,0.00
,1147.35,819,41.5,0.6,0,1147.57,0,1111,0,0,,,0.45,0.32,18.91,10.06,0,0.00,0.47,,0,0.00
,1147.8,819,41.5,0.6,0,1148.02,0,1111,0,0,,,0.45,0.32,18.92,10.06,0,0.00,0.47,,0,0.00
,1148.24,819,41.5,0.6,0,1148.47,0,1111,0,0,,,0.44,0.32,18.93,10.06,0,0.00,0.47,,0,0.00
,1148.69,819,41.5,0.6,0,1148.91,0,1011,0,0,,,0.45,0.32,18.93,10.06,0,0.00,0.47,,0,0.00
,1149.14,819,41.5,0.6,0,1149.36,0,1011,0,0,,,0.45,0.32,18.94,10.06,0,0.00,0.47,,0,0.00
,1149.59,819,41.5,0.6,0,1149.81,0,1011,0,0,,,0.45,0.32,18.95,10.06,0,0.00,0.47,,0,0.00
,1150.03,819,41.5,0.6,0,1150.26,0,1011,0,0,,,0.44,0.32,18.96,10.06,0,0.00,0.47,,0,0.00
,1150.48,840,39,0.6,0,1150.71,0,1011,0,0,,,0.45,0.32,18.96,10.06,0,0.00,0.47,,0,0.00
,1150.93,819,41.5,0.6,0,1151.15,0,1011,0,0,,,0.45,0.32,18.97,10.06,0,0.00,0.47,,0,0.00
,1151.38,819,41.5,0.6,0,1151.6,0,1011,0,0,,,0.45,0.32,18.98,10.06,0,0.00,0.47,,0,0.00
,1151.83,819,41.5,0.6,0,1152.05,0,1011,0,0,,,0.45,0.32,18.99,10.06,0,0.00,0.47,,0,0.00
,1152.27,819,41.5,0.6,0,1152.5,0,1011,0,0,,,0.44,0.32,18.99,10.06,0,0.00,0.47,,0,0.00
,1152.72,840,39,0.6,0,1152.95,0,1011,0,0,,,0.45,0.32,19.00,10.06,0,0.00,0.47,,0,0.00
,1153.17,819,41.5,0.6,0,1153.39,0,1011,0,0,,,0.45,0.32,19.01,10.06,0,0.00,0.47,,0,0.00
,1153.62,819,41.5,0.6,0,1153.84,0,1011,0,0,,,0.45,0.32,19.01,10.06,0,0.00,0.47,,0,0.00
,1154.07,819,41.5,0.6,0,1154.29,0,1011,0,0,,,0.45,0.32,19.02,10.06,0,0.00,0.47,,0,0.00
,1154.51,819,41.5,0.6,0,1154.74,0,1011,0,0,,,0.44,0.32,19.03,10.06,0,0.00,0.47,,0,0.00
,1154.96,819,41.5,0.6,0,1155.19,0,1011,0,0,,,0.45,0.32,19.04,10.06,0,0.00,0.47,,0,0.00
,1155.41,819,41.5,0.6,0,1155.63,0,1011,0,0,,,0.45,0.32,19.04,10.06,0,0.00,0.47,,0,0.00
,1155.86,819,41.5,0.6,0,1156.08,0,1011,0,0,,,0.45,0.32,19.05,10.06,0,0.00,0.47,,0,0.00
,1156.31,819,41.5,0.6,0,1156.53,0,1011,0,0,,,0.45,0.32,19.06,10.06,0,0.00,0.47,,0,0.00
,1156.75,840,39,0.6,0,1156.98,0,1011,0,0,,,0.44,0.32,19.07,10.06,0,0.00,0.47,,0,0.00
,1157.2,819,39,0.6,0,1157.43,0,1011,0,0,,,0.45,0.32,19.07,10.06,0,0.00,0.47,,0,0.00
,1157.65,819,39,0.6,0,1157.87,0,1011,0,0,,,0.45,0.32,19.08,10.06,0,0.00,0.47,,0,0.00
,1158.1,819,41.5,0.6,0,1158.32,0,1011,0,0,,,0.45,0.32,19.09,10.06,0,0.00,0.47,,0,0.00
,1158.55,819,41.5,0.6,0,1158.77,0,1011,0,0,,,0.45,0.32,19.10,10.06,0,0.00,0.47,,0,0.00
,1158.99,819,41.5,0.6,0,1159.22,0,1011,0,0,,,0.44,0.32,19.10,10.06,0,0.00,0.47,,0,0.00
,1159.44,819,41.5,0.6,0,1159.67,0,1011,0,0,,,0.45,0.32,19.11,10.06,0,0.00,0.47,,0,0.00
,1159.89,819,41.5,0.6,0,1160.11,0,1011,0,0,,,0.45,0.32,19.12,10.06,0,0.00,0.47,,0,0.00
,1160.34,819,41.5,0.6,0,1160.56,0,1011,0,0,,,0.45,0.32,19.13,10.06,0,0.00,0.47,,0,0.00
,1160.78,819,41.5,0.6,0,1161.01,0,1011,0,0,,,0.44,0.32,19.13,10.06,0,0.00,0.47,,0,0.00
,1161.23,819,41.5,0.6,0,1161.46,0,1011,0,0,,,0.45,0.32,19.14,10.06,0,0.00,0.47,,0,0.00
,1161.68,819,39,0.6,0,1161.92,0,1011,0,0,,,0.45,0.32,19.15,10.06,0,0.00,0.47,,0,0.00
,1162.14,819,39,0.6,0,1162.37,0,1011,0,0,,,0.46,0.32,19.16,10.06,0,0.00,0.47,,0,0.00
,1162.59,819,41.5,0.6,0,1162.82,0,1011,0,0,,,0.45,0.32,19.16,10.06,0,0.00,0.47,,0,0.00
,1163.04,819,41.5,0.6,0,1163.26,0,1011,0,0,,,0.45,0.32,19.17,10.06,0,0.00,0.47,,0,0.00
,1163.49,819,41.5,0.6,0,1163.71,0,1011,0,0,,,0.45,0.32,19.18,10.06,0,0.00,0.47,,0,0.00
,1163.94,819,41.5,0.6,0,1164.16,0,1011,0,0,,,0.45,0.32,19.19,10.06,0,0.00,0.47,,0,0.00
,1164.38,819,41.5,0.6,0,1164.61,0,1011,0,0,,,0.44,0.32,19.19,10.06,0,0.00,0.47,,0,0.00
,1164.83,819,41.5,0.6,0,1165.06,0,1011,0,0,,,0.45,0.32,19.20,10.06,0,0.00,0.47,,0,0.00
,1165.28,819,41.5,0.6,0,1165.5,0,1011,0,0,,,0.45,0.32,19.21,10.06,0,0.00,0.47,,0,0.00
,1165.73,840,39,0.6,0,1165.95,0,1011,0,0,,,0.45,0.32,19.22,10.06,0,0.00,0.47,,0,0.00
,1166.18,819,41.5,0.6,0,1166.4,0,1011,0,0,,,0.45,0.32,19.22,10.06,0,0.00,0.47,,0,0.00
,1166.62,840,39,0.6,0,1166.85,0,1011,0,0,,,0.44,0.32,19.23,10.06,0,0.00,0.47,,0,0.00
,1167.07,819,41.5,0.6,0,1167.3,0,1011,0,0,,,0.45,0.32,19.24,10.06,0,0.00,0.47,,0,0.00
,1167.52,819,39,0.6,0,1167.74,0,1011,0,0,,,0.45,0.32,19.25,10.06,0,0.00,0.47,,0,0.00
,1167.97,819,41.5,0.6,0,1168.19,0,1011,0,0,,,0.45,0.32,19.25,10.06,0,0.00,0.47,,0,0.00
,1168.42,819,39,0.6,0,1168.64,0,1011,0,0,,,0.45,0.32,19.26,10.06,0,0.00,0.47,,0,0.00
,1168.86,819,41.5,0.6,0,1169.09,0,1011,0,0,,,0.44,0.32,19.27,10.06,0,0.00,0.47,,0,0.00
,1169.31,819,41.5,0.6,0,1169.54,0,1011,0,0,,,0.45,0.32,19.28,10.06,0,0.00,0.47,,0,0.00
,1169.76,840,39,0.6,0,1169.98,0,1011,0,0,,,0.45,0.32,19.28,10.06,0,0.00,0.47,,0,0.00
,1170.21,819,41.5,0.6,0,1170.43,0,1011,0,0,,,0.45,0.32,19.29,10.06,0,0.00,0.47,,0,0.00
,1170.66,819,41.5,0.6,0,1170.88,0,1011,0,0,,,0.45,0.32,19.30,10.06,0,0.00,0.47,,0,0.00
,1171.1,819,41.5,0.6,0,1171.33,0,1011,0,0,,,0.44,0.32,19.31,10.06,0,0.00,0.47,,0,0.00
,1171.55,819,41.5,0.6,0,1171.78,0,1011,0,0,,,0.45,0.32,19.31,10.06,0,0.00,0.47,,0,0.00
,1172,819,41.5,0.6,0,1172.22,0,1011,0,0,,,0.45,0.32,19.32,10.06,0,0.00,0.47,,0,0.00
,1172.45,819,41.5,0.6,0,1172.67,0,1011,0,0,,,0.45,0.32,19.33,10.06,0,0.00,0.47,,0,0.00
,1172.89,819,41.5,0.6,0,1173.12,0,1011,0,0,,,0.44,0.32,19.34,10.06,0,0.00,0.47,,0,0.00
,1173.34,819,41.5,0.6,0,1173.57,0,1011,0,0,,,0.45,0.32,19.34,10.06,0,0.00,0.47,,0,0.00
,1173.79,819,41.5,0.6,0,1174.01,0,1011,0,0,,,0.45,0.32,19.35,10.06,0,0.00,0.47,,0,0.00
