# Movsim.org example data for fuel consumption modeling # Source: Ostfalia Hochschule - Institute of Traffic Management http://www.ostfalia.de/cms/en/ifvm
#line,Date,Time,TimeDiff,,,,,,,V [ktn],V [km/h],,,,,,,Height [m],,Avg Height [m],Position [m],Position [km],Slope [%],alpha [rad],acc,time [min],v,v
,,,,,,,,,,,,,,,,,,,,,,,,,,,km/h,m/s, Time of day [s],
624,4/22/2009,12:43:07,0.00001157,104307.00,A,"52,161,129",N,"10,323,720",E,10.5,19.446,157.8,220409,01.0,W,A*18,7,72,100,72.00,6072.04,6.07,0.00,0,0.46,10.40,19,5,45787,
625,4/22/2009,12:43:08,0.00001157,104308.00,A,"52,161,100",N,"10,323,738",E,11.4,21.1128,157.8,220409,01.0,W,A*15,6,72,101,72.00,6077.90,6.08,0.00,0,0.21,10.42,21,6,45788,
626,4/22/2009,12:43:09,0.00001157,104309.00,A,"52,161,070",N,"10,323,757",E,11.8,21.8536,159.6,220409,01.0,W,A*17,6,72,100,72.00,6083.97,6.08,0.00,0,0.57,10.43,22,6,45789,
627,4/22/2009,12:43:10,0.00001157,104310.00,A,"52,161,039",N,"10,323,778",E,12.9,23.8908,158.0,220409,01.0,W,A*1A,7,72,100,72.00,6090.61,6.09,0.00,0,1.29,10.45,24,7,45790,
628,4/22/2009,12:43:11,0.00001157,104311.00,A,"52,161,002",N,"10,323,802",E,15.4,28.5208,157.0,220409,01.0,W,A*14,7,72,100,72.00,6098.53,6.10,0.00,0,1.23,10.47,29,8,45791,
629,4/22/2009,12:43:12,0.00001157,104312.00,A,"52,160,958",N,"10,323,828",E,17.8,32.9656,162.6,220409,01.0,W,A*16,7,72,101,72.00,6107.69,6.11,0.00,0,0.41,10.48,33,9,45792,
630,4/22/2009,12:43:13,0.00001157,104313.00,A,"52,160,910",N,"10,323,854",E,18.6,34.4472,161.6,220409,01.0,W,A*12,7,72,100,72.00,6117.26,6.12,0.05,0.000461206,1.39,10.50,34,10,45793,
631,4/22/2009,12:43:14,0.00001157,104314.00,A,"52,160,856",N,"10,323,880",E,21.3,39.4476,163.2,220409,01.0,W,A*16,7,72,100,72.00,6128.22,6.13,0.09,0.00085549,1.65,10.52,39,11,45794,
632,4/22/2009,12:43:15,0.00001157,104315.00,A,"52,160,796",N,"10,323,912",E,24.5,45.374,160.0,220409,01.0,W,A*1C,7,72,101,72.00,6140.82,6.14,0.12,0.001204215,0.15,10.53,45,13,45795,
633,4/22/2009,12:43:16,0.00001157,104316.00,A,"52,160,731",N,"10,323,949",E,24.8,45.9296,158.4,220409,01.0,W,A*1E,7,72,101,72.00,6153.58,6.15,0.15,0.001529351,0.57,10.55,46,13,45796,
634,4/22/2009,12:43:17,0.00001157,104317.00,A,"52,160,666",N,"10,323,991",E,25.9,47.9668,159.8,220409,01.0,W,A*14,7,72,101,72.00,6166.90,6.17,0.18,0.001842435,0.93,10.57,48,13,45797,
635,4/22/2009,12:43:18,0.00001157,104318.00,A,"52,160,597",N,"10,324,035",E,27.7,51.3004,157.6,220409,01.0,W,A*1A,8,72,100,72.05,6181.15,6.18,0.21,0.002136911,-0.10,10.58,51,14,45798,
636,4/22/2009,12:43:19,0.00001157,104319.00,A,"52,160,526",N,"10,324,080",E,27.5,50.93,173.8,220409,01.0,W,A*15,7,72,100,72.10,6195.30,6.20,0.24,0.002437723,-0.21,10.60,51,14,45799,
637,4/22/2009,12:43:20,0.00001157,104320.00,A,"52,160,455",N,"10,324,124",E,27.1,50.1892,157.8,220409,01.0,W,A*17,6,72,100,72.14,6209.24,6.21,0.28,0.002756926,-0.10,10.62,50,14,45800,
638,4/22/2009,12:43:21,0.00001157,104321.00,A,"52,160,385",N,"10,324,167",E,26.9,49.8188,158.6,220409,01.0,W,A*13,7,72,100,72.19,6223.08,6.22,0.31,0.003070673,0.00,10.63,50,14,45801,
639,4/22/2009,12:43:22,0.00001157,104322.00,A,"52,160,314",N,"10,324,210",E,26.9,49.8188,159.6,220409,01.0,W,A*1A,7,72,100,72.24,6236.92,6.24,0.34,0.003390611,0.21,10.65,50,14,45802,
640,4/22/2009,12:43:23,0.00001157,104323.00,A,"52,160,244",N,"10,324,252",E,27.3,50.5596,159.6,220409,01.0,W,A*12,6,72,100,72.29,6250.96,6.25,0.34,0.003391853,-0.05,10.67,51,14,45803,
641,4/22/2009,12:43:24,0.00001157,104324.00,A,"52,160,172",N,"10,324,295",E,27.2,50.3744,159.2,220409,01.0,W,A*1D,7,72,100,72.33,6264.96,6.26,0.34,0.003389369,0.05,10.68,50,14,45804,
642,4/22/2009,12:43:25,0.00001157,104325.00,A,"52,160,101",N,"10,324,337",E,27.3,50.5596,159.4,220409,01.0,W,A*16,6,72,101,72.38,6279.00,6.28,0.34,0.003383175,0.10,10.70,51,14,45805,
643,4/22/2009,12:43:26,0.00001157,104326.00,A,"52,160,029",N,"10,324,381",E,27.5,50.93,159.2,220409,01.0,W,A*13,7,72,100,72.43,6293.15,6.29,0.34,0.003373312,0.05,10.72,51,14,45806,
644,4/22/2009,12:43:27,0.00001157,104327.00,A,"52,159,957",N,"10,324,424",E,27.6,51.1152,159.2,220409,01.0,W,A*13,7,72,101,72.48,6307.35,6.31,0.37,0.003701198,0.00,10.73,51,14,45807,
645,4/22/2009,12:43:28,0.00001157,104328.00,A,"52,159,884",N,"10,324,468",E,27.6,51.1152,160.2,220409,01.0,W,A*11,7,73,100,72.52,6321.54,6.32,0.40,0.004033269,0.05,10.75,51,14,45808,
646,4/22/2009,12:43:29,0.00001157,104329.00,A,"52,159,812",N,"10,324,511",E,27.7,51.3004,159.4,220409,01.0,W,A*1D,7,73,101,72.57,6335.79,6.34,0.44,0.004359872,-0.05,10.77,51,14,45809,
647,4/22/2009,12:43:30,0.00001157,104330.00,A,"52,159,739",N,"10,324,554",E,27.6,51.1152,159.6,220409,01.0,W,A*11,6,73,100,72.62,6349.99,6.35,0.47,0.004686752,0.05,10.78,51,14,45810,
648,4/22/2009,12:43:31,0.00001157,104331.00,A,"52,159,667",N,"10,324,598",E,27.7,51.3004,157.8,220409,01.0,W,A*1B,7,73,101,72.67,6364.24,6.36,0.50,0.005016072,-0.05,10.80,51,14,45811,
649,4/22/2009,12:43:32,0.00001157,104332.00,A,"52,159,596",N,"10,324,645",E,27.6,51.1152,157.8,220409,01.0,W,A*17,7,73,101,72.76,6378.44,6.38,0.53,0.005344678,0.00,10.82,51,14,45812,
650,4/22/2009,12:43:33,0.00001157,104333.00,A,"52,159,525",N,"10,324,695",E,27.6,51.1152,155.8,220409,01.0,W,A*11,7,73,100,72.86,6392.64,6.39,0.57,0.005666444,0.10,10.83,51,14,45813,
651,4/22/2009,12:43:34,0.00001157,104334.00,A,"52,159,454",N,"10,324,744",E,27.8,51.4856,157.6,220409,01.0,W,A*1E,7,73,100,72.95,6406.94,6.41,0.60,0.005986822,0.00,10.85,51,14,45814,
652,4/22/2009,12:43:35,0.00001157,104335.00,A,"52,159,382",N,"10,324,792",E,27.8,51.4856,158.2,220409,01.0,W,A*13,6,73,100,73.05,6421.24,6.42,0.60,0.005971801,0.00,10.87,51,14,45815,
653,4/22/2009,12:43:36,0.00001157,104336.00,A,"52,159,311",N,"10,324,840",E,27.8,51.4856,158.6,220409,01.0,W,A*1E,6,73,100,73.14,6435.55,6.44,0.60,0.005961119,0.05,10.88,51,14,45816,
654,4/22/2009,12:43:37,0.00001157,104337.00,A,"52,159,239",N,"10,324,888",E,27.9,51.6708,158.8,220409,01.0,W,A*1F,6,73,100,73.24,6449.90,6.45,0.56,0.005615888,0.15,10.90,52,14,45817,
655,4/22/2009,12:43:38,0.00001157,104338.00,A,"52,159,166",N,"10,324,936",E,28.2,52.2264,158.8,220409,01.0,W,A*19,6,73,101,73.33,6464.41,6.46,0.53,0.005274254,0.05,10.92,52,15,45818,
656,4/22/2009,12:43:39,0.00001157,104339.00,A,"52,159,093",N,"10,324,984",E,28.3,52.4116,158.8,220409,01.0,W,A*1B,6,73,101,73.43,6478.96,6.48,0.46,0.004608418,0.00,10.93,52,15,45819,
657,4/22/2009,12:43:40,0.00001157,104340.00,A,"52,159,020",N,"10,325,033",E,28.3,52.4116,158.0,220409,01.0,W,A*11,6,73,100,73.48,6493.52,6.49,0.36,0.003606801,-0.05,10.95,52,15,45820,
658,4/22/2009,12:43:41,0.00001157,104341.00,A,"52,158,946",N,"10,325,082",E,28.2,52.2264,157.8,220409,01.0,W,A*14,7,73,100,73.52,6508.03,6.51,0.26,0.002615721,0.05,10.97,52,15,45821,
659,4/22/2009,12:43:42,0.00001157,104342.00,A,"52,158,870",N,"10,325,133",E,28.3,52.4116,158.2,220409,01.0,W,A*1C,7,74,101,73.57,6522.59,6.52,0.16,0.001637141,-0.05,10.98,52,15,45822,
660,4/22/2009,12:43:43,0.00001157,104343.00,A,"52,158,794",N,"10,325,183",E,28.2,52.2264,158.4,220409,01.0,W,A*14,6,74,100,73.62,6537.10,6.54,0.07,0.000663066,0.00,11.00,52,15,45823,
661,4/22/2009,12:43:44,0.00001157,104344.00,A,"52,158,719",N,"10,325,230",E,28.2,52.2264,158.2,220409,01.0,W,A*1B,6,74,100,73.62,6551.60,6.55,-0.03,-0.000337825,0.36,11.02,52,15,45824,
662,4/22/2009,12:43:45,0.00001157,104345.00,A,"52,158,646",N,"10,325,276",E,28.9,53.5228,159.6,220409,01.0,W,A*1D,6,74,100,73.57,6566.47,6.57,-0.10,-0.001043562,-0.15,11.03,54,15,45825,
663,4/22/2009,12:43:46,0.00001157,104346.00,A,"52,158,572",N,"10,325,324",E,28.6,52.9672,174.8,220409,01.0,W,A*12,7,74,100,73.52,6581.18,6.58,-0.18,-0.001811427,-0.57,11.05,53,15,45826,
664,4/22/2009,12:43:47,0.00001157,104347.00,A,"52,158,501",N,"10,325,371",E,27.5,50.93,159.4,220409,01.0,W,A*18,6,74,101,73.48,6595.33,6.60,-0.27,-0.002668643,-1.44,11.07,51,14,45827,
665,4/22/2009,12:43:48,0.00001157,104348.00,A,"52,158,437",N,"10,325,414",E,24.7,45.7444,158.4,220409,01.0,W,A*17,6,74,101,73.43,6608.04,6.61,-0.41,-0.004059803,-0.82,11.08,46,13,45828,
666,4/22/2009,12:43:49,0.00001157,104349.00,A,"52,158,373",N,"10,325,454",E,23.1,42.7812,159.4,220409,01.0,W,A*15,6,75,94,73.38,6619.92,6.62,-0.53,-0.005264256,-1.39,11.10,43,12,45829,
667,4/22/2009,12:43:50,0.00001157,104350.00,A,"52,158,320",N,"10,325,488",E,20.4,37.7808,157.8,220409,01.0,W,A*1E,6,74,99,73.33,6630.42,6.63,-0.63,-0.006290206,-1.44,11.12,38,10,45830,
668,4/22/2009,12:43:51,0.00001157,104351.00,A,"52,158,273",N,"10,325,518",E,17.6,32.5952,159.4,220409,01.0,W,A*14,6,74,100,73.29,6639.47,6.64,-0.76,-0.007595964,-1.03,11.13,33,9,45831,
669,4/22/2009,12:43:52,0.00001157,104352.00,A,"52,158,231",N,"10,325,543",E,15.6,28.8912,161.6,220409,01.0,W,A*14,7,74,97,73.24,6647.50,6.65,-0.92,-0.009219263,-1.13,11.15,29,8,45832,
670,4/22/2009,12:43:53,0.00001157,104353.00,A,"52,158,194",N,"10,325,564",E,13.4,24.8168,160.6,220409,01.0,W,A*19,6,74,99,73.14,6654.39,6.65,-1.10,-0.010986386,-1.13,11.17,25,7,45833,
671,4/22/2009,12:43:54,0.00001157,104354.00,A,"52,158,171",N,"10,325,579",E,11.2,20.7424,166.0,220409,01.0,W,A*1D,8,73,100,73.05,6660.15,6.66,-1.28,-0.012761581,-1.03,11.18,21,6,45834,
672,4/22/2009,12:43:55,0.00001157,104355.00,A,"52,158,147",N,"10,325,585",E,9.2,17.0384,169.0,220409,01.0,W,A*1C,9,72,100,72.95,6664.89,6.66,-1.50,-0.014992197,-0.67,11.20,17,5,45835,
673,4/22/2009,12:43:56,0.00001157,104356.00,A,"52,158,125",N,"10,325,589",E,7.9,14.6308,169.2,220409,01.0,W,A*10,8,72,99,72.86,6668.95,6.67,-1.61,-0.016054826,-0.21,11.22,15,4,45836,
674,4/22/2009,12:43:57,0.00001157,104357.00,A,"52,158,104",N,"10,325,595",E,7.5,13.89,170.6,220409,01.0,W,A*1F,7,72,100,72.76,6672.81,6.67,-1.67,-0.016669506,0.72,11.23,14,4,45837,
675,4/22/2009,12:43:58,0.00001157,104358.00,A,"52,158,082",N,"10,325,599",E,8.9,16.4828,186.2,220409,01.0,W,A*1D,8,72,100,72.67,6677.39,6.68,-1.59,-0.015866787,1.39,11.25,16,5,45838,
676,4/22/2009,12:43:59,0.00001157,104359.00,A,"52,158,054",N,"10,325,609",E,11.6,21.4832,167.6,220409,01.0,W,A*11,7,72,101,72.57,6683.35,6.68,-1.47,-0.014658411,1.44,11.27,21,6,45839,
677,4/22/2009,12:44:00,0.00001157,104400.00,A,"52,158,018",N,"10,325,621",E,14.4,26.6688,168.8,220409,01.0,W,A*1E,6,72,101,72.43,6690.76,6.69,-1.20,-0.012020723,0.62,11.28,27,7,45840,
678,4/22/2009,12:44:01,0.00001157,104401.00,A,"52,157,980",N,"10,325,638",E,15.6,28.8912,166.2,220409,01.0,W,A*17,7,72,101,72.33,6698.79,6.70,-0.80,-0.007964775,0.67,11.30,29,8,45841,
679,4/22/2009,12:44:02,0.00001157,104402.00,A,"52,157,938",N,"10,325,655",E,16.9,31.2988,182.8,220409,01.0,W,A*10,7,72,101,72.24,6707.48,6.71,-0.41,-0.004125393,1.23,11.32,31,9,45842,
680,4/22/2009,12:44:03,0.00001157,104403.00,A,"52,157,890",N,"10,325,675",E,19.3,35.7436,182.8,220409,01.0,W,A*15,7,72,100,72.14,6717.41,6.72,-0.14,-0.001427722,1.03,11.33,36,10,45843,
681,4/22/2009,12:44:04,0.00001157,104404.00,A,"52,157,834",N,"10,325,697",E,21.3,39.4476,163.4,220409,01.0,W,A*18,8,72,100,72.05,6728.37,6.73,0.09,0.000893475,0.82,11.35,39,11,45844,
682,4/22/2009,12:44:05,0.00001157,104405.00,A,"52,157,774",N,"10,325,724",E,22.9,42.4108,164.2,220409,01.0,W,A*13,6,72,100,72.05,6740.15,6.74,0.34,0.003401513,0.72,11.37,42,12,45845,
683,4/22/2009,12:44:06,0.00001157,104406.00,A,"52,157,711",N,"10,325,753",E,24.3,45.0036,165.2,220409,01.0,W,A*1E,6,72,101,72.19,6752.65,6.75,0.53,0.005291649,0.00,11.38,45,13,45846,
684,4/22/2009,12:44:07,0.00001157,104407.00,A,"52,157,646",N,"10,325,778",E,24.3,45.0036,169.4,220409,01.0,W,A*1F,6,72,101,72.38,6765.15,6.77,0.67,0.006684643,-0.21,11.40,45,13,45847,
685,4/22/2009,12:44:08,0.00001157,104408.00,A,"52,157,580",N,"10,325,796",E,23.9,44.2628,172.6,220409,01.0,W,A*1C,6,72,100,72.52,6777.45,6.78,0.81,0.008092432,0.21,11.42,44,12,45848,
686,4/22/2009,12:44:09,0.00001157,104409.00,A,"52,157,513",N,"10,325,810",E,24.3,45.0036,174.4,220409,01.0,W,A*1F,6,72,101,72.67,6789.95,6.79,0.95,0.00953846,0.31,11.43,45,13,45849,
687,4/22/2009,12:44:10,0.00001157,104410.00,A,"52,157,445",N,"10,325,817",E,24.9,46.1148,177.2,220409,01.0,W,A*1D,6,72,101,72.81,6802.76,6.80,1.03,0.010288763,0.21,11.45,46,13,45850,
688,4/22/2009,12:44:11,0.00001157,104411.00,A,"52,157,374",N,"10,325,818",E,25.3,46.8556,197.6,220409,01.0,W,A*17,6,72,101,72.95,6815.77,6.82,0.97,0.009718722,-0.21,11.47,47,13,45851,
689,4/22/2009,12:44:12,0.00001157,104412.00,A,"52,157,304",N,"10,325,813",E,24.9,46.1148,182.8,220409,01.0,W,A*19,6,72,100,73.05,6828.58,6.83,0.91,0.009074655,-0.41,11.48,46,13,45852,
690,4/22/2009,12:44:13,0.00001157,104413.00,A,"52,157,234",N,"10,325,806",E,24.1,44.6332,183.0,220409,01.0,W,A*1F,7,72,100,73.14,6840.98,6.84,0.88,0.008800155,-0.21,11.50,45,12,45853,
691,4/22/2009,12:44:14,0.00001157,104414.00,A,"52,157,170",N,"10,325,792",E,23.7,43.8924,185.8,220409,01.0,W,A*16,7,72,101,73.24,6853.17,6.85,0.82,0.008184081,-0.26,11.52,44,12,45854,
692,4/22/2009,12:44:15,0.00001157,104415.00,A,"52,157,104",N,"10,325,782",E,23.2,42.9664,190.4,220409,01.0,W,A*18,7,73,100,73.33,6865.11,6.87,0.76,0.007614809,-1.90,11.53,43,12,45855,
693,4/22/2009,12:44:16,0.00001157,104416.00,A,"52,157,049",N,"10,325,774",E,19.5,36.114,191.2,220409,01.0,W,A*13,8,75,100,73.38,6875.14,6.88,0.71,0.007086122,0.67,11.55,36,10,45856,
694,4/22/2009,12:44:17,0.00001157,104417.00,A,"52,156,995",N,"10,325,744",E,20.8,38.5216,195.6,220409,01.0,W,A*1F,7,76,100,73.48,6885.84,6.89,0.70,0.007040758,-0.05,11.57,39,11,45857,
695,4/22/2009,12:44:18,0.00001157,104418.00,A,"52,156,936",N,"10,325,713",E,20.7,38.3364,196.8,220409,01.0,W,A*19,6,75,100,73.57,6896.49,6.90,0.70,0.00700473,-0.82,11.58,38,11,45858,
696,4/22/2009,12:44:19,0.00001157,104419.00,A,"52,156,886",N,"10,325,684",E,19.1,35.3732,200.4,220409,01.0,W,A*11,6,75,100,73.62,6906.31,6.91,0.76,0.007622772,-0.82,11.60,35,10,45859,
697,4/22/2009,12:44:20,0.00001157,104420.00,A,"52,156,839",N,"10,325,652",E,17.5,32.41,200.2,220409,01.0,W,A*18,6,75,100,73.67,6915.32,6.92,0.83,0.008312165,-1.03,11.62,32,9,45860,
698,4/22/2009,12:44:21,0.00001157,104421.00,A,"52,156,795",N,"10,325,626",E,15.5,28.706,199.2,220409,01.0,W,A*12,6,75,99,73.71,6923.29,6.92,0.89,0.008930819,-1.23,11.63,29,8,45861,
699,4/22/2009,12:44:22,0.00001157,104422.00,A,"52,156,759",N,"10,325,598",E,13.1,24.2612,204.4,220409,01.0,W,A*14,7,74,100,73.76,6930.03,6.93,0.76,0.007644027,-0.62,11.65,24,7,45862,
700,4/22/2009,12:44:23,0.00001157,104423.00,A,"52,156,730",N,"10,325,568",E,11.9,22.0388,205.0,220409,01.0,W,A*1A,6,74,100,73.81,6936.15,6.94,0.53,0.005267823,-1.65,11.67,22,6,45863,
701,4/22/2009,12:44:24,0.00001157,104424.00,A,"52,156,710",N,"10,325,547",E,8.7,16.1124,210.6,220409,01.0,W,A*16,6,74,100,73.90,6940.63,6.94,0.40,0.004024501,0.21,11.68,16,4,45864,
702,4/22/2009,12:44:25,0.00001157,104425.00,A,"52,156,689",N,"10,325,526",E,9.1,16.8532,205.0,220409,01.0,W,A*14,6,74,100,74.00,6945.31,6.95,0.25,0.002517602,-0.21,11.70,17,5,45865,
703,4/22/2009,12:44:26,0.00001157,104426.00,A,"52,156,671",N,"10,325,503",E,8.7,16.1124,231.6,220409,01.0,W,A*11,6,73,100,74.05,6949.78,6.95,0.08,0.000847656,0.10,11.72,16,4,45866,
704,4/22/2009,12:44:27,0.00001157,104427.00,A,"52,156,651",N,"10,325,480",E,8.9,16.4828,213.8,220409,01.0,W,A*18,6,74,100,74.00,6954.36,6.95,-0.08,-0.000827203,0.82,11.73,16,5,45867,
705,4/22/2009,12:44:28,0.00001157,104428.00,A,"52,156,629",N,"10,325,457",E,10.5,19.446,208.6,220409,01.0,W,A*13,6,74,100,73.90,6959.76,6.96,-0.16,-0.001598686,0.31,11.75,19,5,45868,
706,4/22/2009,12:44:29,0.00001157,104429.00,A,"52,156,599",N,"10,325,438",E,11.1,20.5572,208.8,220409,01.0,W,A*18,6,73,100,73.86,6965.47,6.97,-0.07,-0.000723156,0.87,11.77,21,6,45869,
707,4/22/2009,12:44:30,0.00001157,104430.00,A,"52,156,573",N,"10,325,406",E,12.8,23.7056,212.6,220409,01.0,W,A*16,6,73,101,73.81,6972.06,6.97,0.27,0.002667545,0.82,11.78,24,7,45870,
708,4/22/2009,12:44:31,0.00001157,104431.00,A,"52,156,542",N,"10,325,369",E,14.4,26.6688,214.8,220409,01.0,W,A*19,6,73,101,73.76,6979.47,6.98,0.62,0.006150356,0.72,11.80,27,7,45871,
709,4/22/2009,12:44:32,0.00001157,104432.00,A,"52,156,508",N,"10,325,326",E,15.8,29.2616,217.4,220409,01.0,W,A*1D,6,73,100,73.71,6987.60,6.99,1.08,0.010762843,0.00,11.82,29,8,45872,
710,4/22/2009,12:44:33,0.00001157,104433.00,A,"52,156,475",N,"10,325,279",E,15.8,29.2616,221.4,220409,01.0,W,A*19,7,73,101,73.71,6995.72,7.00,1.43,0.014329459,2.62,11.83,29,8,45873,
711,4/22/2009,12:44:34,0.00001157,104434.00,A,"52,156,420",N,"10,325,236",E,20.9,38.7068,215.8,220409,01.0,W,A*19,6,74,100,73.86,7006.48,7.01,1.71,0.017102554,-0.51,11.85,39,11,45874,
712,4/22/2009,12:44:35,0.00001157,104435.00,A,"52,156,378",N,"10,325,177",E,19.9,36.8548,222.2,220409,01.0,W,A*10,7,74,100,74.19,7016.71,7.02,2.03,0.02029846,0.26,11.87,37,10,45875,
713,4/22/2009,12:44:36,0.00001157,104436.00,A,"52,156,338",N,"10,325,111",E,20.4,37.7808,224.6,220409,01.0,W,A*12,7,74,101,74.52,7027.21,7.03,2.36,0.023572816,0.72,11.88,38,10,45876,
714,4/22/2009,12:44:37,0.00001157,104437.00,A,"52,156,299",N,"10,325,043",E,21.8,40.3736,225.0,220409,01.0,W,A*15,6,74,101,74.90,7038.42,7.04,2.76,0.02761704,-0.15,11.90,40,11,45877,
715,4/22/2009,12:44:38,0.00001157,104438.00,A,"52,156,258",N,"10,324,976",E,21.5,39.818,220.8,220409,01.0,W,A*19,7,74,100,75.19,7049.48,7.05,3.18,0.031825952,-0.41,11.92,40,11,45878,
716,4/22/2009,12:44:39,0.00001157,104439.00,A,"52,156,219",N,"10,324,913",E,20.7,38.3364,220.2,220409,01.0,W,A*17,8,74,100,75.48,7060.13,7.06,3.61,0.036067783,-0.21,11.93,38,11,45879,
717,4/22/2009,12:44:40,0.00001157,104440.00,A,"52,156,173",N,"10,324,858",E,20.3,37.5956,238.4,220409,01.0,W,A*13,7,74,101,75.81,7070.58,7.07,3.85,0.038438125,-0.57,11.95,38,10,45880,
718,4/22/2009,12:44:41,0.00001157,104441.00,A,"52,156,129",N,"10,324,806",E,19.2,35.5584,213.0,220409,01.0,W,A*10,8,74,101,76.14,7080.45,7.08,4.11,0.04110353,-1.03,11.97,36,10,45881,
719,4/22/2009,12:44:42,0.00001157,104442.00,A,"52,156,087",N,"10,324,761",E,17.2,31.8544,230.6,220409,01.0,W,A*11,6,74,100,76.52,7089.30,7.09,4.53,0.045234308,-2.21,11.98,32,9,45882,
720,4/22/2009,12:44:43,0.00001157,104443.00,A,"52,156,053",N,"10,324,724",E,12.9,23.8908,214.0,220409,01.0,W,A*16,6,74,100,76.90,7095.94,7.10,5.18,0.051759109,-1.08,12.00,24,7,45883,
721,4/22/2009,12:44:44,0.00001157,104444.00,A,"52,156,042",N,"10,324,709",E,10.8,20.0016,209.2,220409,01.0,W,A*13,6,77,100,77.29,7101.49,7.10,6.06,0.060533351,-1.18,12.02,20,6,45884,
722,4/22/2009,12:44:45,0.00001157,104445.00,A,"52,156,031",N,"10,324,698",E,8.5,15.742,226.0,220409,01.0,W,A*14,7,81,100,77.62,7105.87,7.11,7.24,0.072315089,-0.82,12.03,16,4,45885,
723,4/22/2009,12:44:46,0.00001157,104446.00,A,"52,156,013",N,"10,324,683",E,6.9,12.7788,204.2,220409,01.0,W,A*1D,8,81,100,77.90,7109.42,7.11,9.06,0.090354315,-1.95,12.05,13,4,45886,
724,4/22/2009,12:44:47,0.00001157,104447.00,A,"52,156,001",N,"10,324,674",E,3.1,5.7412,206.0,220409,01.0,W,A*1A,7,81,100,78.19,7111.01,7.11,0.00,0,-0.62,12.07,6,2,45887,
725,4/22/2009,12:44:48,0.00001157,104448.00,A,"52,155,996",N,"10,324,666",E,1.9,3.5188,207.8,220409,01.0,W,A*11,7,80,101,78.43,7111.99,7.11,0.00,0,-0.98,12.08,4,1,45888,
726,4/22/2009,12:44:49,0.00001157,104449.00,A,"52,155,996",N,"10,324,665",E,0.0,0,228.2,220409,01.0,W,A*1C,9,80,101,78.62,7111.99,7.11,0.00,0,0.00,12.10,0,0,45889,
727,4/22/2009,12:44:50,0.00001157,104450.00,A,"52,155,997",N,"10,324,663",E,0.0,0,208.2,220409,01.0,W,A*11,8,80,100,78.81,7111.99,7.11,0.00,0,0.00,12.12,0,0,45890,
728,4/22/2009,12:44:51,0.00001157,104451.00,A,"52,155,994",N,"10,324,658",E,0.0,0,204.6,220409,01.0,W,A*13,7,80,101,79.00,7111.99,7.11,0.00,0,0.00,12.13,0,0,45891,
729,4/22/2009,12:44:52,0.00001157,104452.00,A,"52,155,985",N,"10,324,660",E,0.0,0,227.2,220409,01.0,W,A*1E,8,81,100,79.19,7111.99,7.11,0.00,0,0.00,12.15,0,0,45892,
730,4/22/2009,12:44:53,0.00001157,104453.00,A,"52,155,970",N,"10,324,648",E,0.0,0,203.0,220409,01.0,W,A*1B,6,81,100,79.38,7111.99,7.11,0.00,0,3.19,12.17,0,0,45893,
731,4/22/2009,12:44:54,0.00001157,104454.00,A,"52,155,955",N,"10,324,637",E,6.2,11.4824,223.6,220409,01.0,W,A*13,6,81,100,79.57,7115.18,7.12,1.58,0.01582159,0.31,12.18,11,3,45894,
732,4/22/2009,12:44:55,0.00001157,104455.00,A,"52,155,939",N,"10,324,625",E,6.8,12.5936,221.4,220409,01.0,W,A*11,7,81,100,79.62,7118.68,7.12,-0.24,-0.002355314,-0.46,12.20,13,3,45895,
733,4/22/2009,12:44:56,0.00001157,104456.00,A,"52,155,915",N,"10,324,614",E,5.9,10.9268,222.6,220409,01.0,W,A*1D,6,80,100,79.43,7121.71,7.12,-1.72,-0.017219512,0.10,12.22,11,3,45896,
734,4/22/2009,12:44:57,0.00001157,104457.00,A,"52,155,896",N,"10,324,602",E,6.1,11.2972,221.4,220409,01.0,W,A*1B,8,80,101,79.24,7124.85,7.12,-3.01,-0.030109344,-0.41,12.23,11,3,45897,
735,4/22/2009,12:44:58,0.00001157,104458.00,A,"52,155,880",N,"10,324,591",E,5.3,9.8156,202.0,220409,01.0,W,A*1E,7,79,100,79.05,7127.58,7.13,0.00,0,-0.26,12.25,10,3,45898,
736,4/22/2009,12:44:59,0.00001157,104459.00,A,"52,155,865",N,"10,324,582",E,4.8,8.8896,202.0,220409,01.0,W,A*1C,7,78,100,78.90,7130.05,7.13,0.00,0,-0.31,12.27,9,2,45899,
737,4/22/2009,12:45:00,0.00001157,104500.00,A,"52,155,853",N,"10,324,572",E,4.2,7.7784,205.0,220409,01.0,W,A*16,6,78,100,78.76,7132.21,7.13,0.00,0,-0.26,12.28,8,2,45900,
738,4/22/2009,12:45:01,0.00001157,104501.00,A,"52,155,843",N,"10,324,564",E,3.7,6.8524,204.2,220409,01.0,W,A*10,6,78,99,78.62,7134.11,7.13,0.00,0,-0.31,12.30,7,2,45901,
739,4/22/2009,12:45:02,0.00001157,104502.00,A,"52,155,834",N,"10,324,558",E,3.1,5.7412,203.8,220409,01.0,W,A*17,6,78,100,78.48,7135.70,7.14,0.00,0,-0.26,12.32,6,2,45902,
740,4/22/2009,12:45:03,0.00001157,104503.00,A,"52,155,827",N,"10,324,560",E,2.6,4.8152,222.6,220409,01.0,W,A*14,6,78,100,78.29,7137.04,7.14,0.00,0,-0.26,12.33,5,1,45903,
